,Order_ID,Product,Order_Date,Discount_Pct,Price_per_Box,Marketing_Spend,Boxes_Shipped,Amount
195,ORD-145222,Mixed Assortment Box,2022-01-01,5.7,17.48,103.58,94,1643.1200000000001
208,ORD-028099,70% Dark Bar,2022-01-01,8.5,13.26,144.46,190,2519.4
211,ORD-173163,70% Dark Bar,2022-01-01,20.5,2.83,269.42,1044,2954.52
213,ORD-131073,Truffle Gift Box,2022-01-01,8.5,18.9,104.06,81,1530.8999999999999
224,ORD-184027,Salted Caramel Bar,2022-01-01,1.3,2.64,202.04,154,406.56
242,ORD-133898,Milk Classic Bar,2022-01-01,9.0,2.9,43.17,122,353.8
244,ORD-042436,Milk Classic Bar,2022-01-01,14.1,2.69,75.16,139,373.90999999999997
247,ORD-099906,Mixed Assortment Box,2022-01-01,11.4,18.86,85.05,77,1452.22
249,ORD-167436,70% Dark Bar,2022-01-01,12.048620689655172,3.97,50.73,117,464.49
253,ORD-128136,70% Dark Bar,2022-01-01,19.1,4.19,199.54,188,787.72
260,ORD-092423,70% Dark Bar,2022-01-01,16.6,4.0,55.86,103,412.0
268,ORD-085244,Milk Classic Bar,2022-01-02,11.0,3.82,79.97,90,343.8
285,ORD-152287,70% Dark Bar,2022-01-02,13.0,2.93,54.84,147,430.71000000000004
292,ORD-142209,Mint Dark Bar,2022-01-02,28.9,3.03,44.08,111,336.33
293,ORD-094989,Pralines Gift Box,2022-01-02,25.0,17.0,54.65,58,986.0
299,ORD-142785,Salted Caramel Bar,2022-01-02,11.0,2.86,148.26,181,517.66
303,ORD-053571,70% Dark Bar,2022-01-02,5.0,4.59,112.83,130,596.6999999999999
310,ORD-001794,70% Dark Bar,2022-01-02,15.9,17.09,74.31,42,717.78
315,ORD-098878,Salted Caramel Bar,2022-01-02,9.5,17.77,101.5,60,1066.2
326,ORD-148010,Choco Coins Bag,2022-01-02,4.3,3.31,91.11,226,748.0600000000001
328,ORD-096853,Mint Dark Bar,2022-01-02,12.1,2.74,29.44,104,284.96000000000004
330,ORD-127733,Truffle Gift Box,2022-01-02,16.6,3.19,33.78,137,437.03
331,ORD-189907,70% Dark Bar,2022-01-02,9.9,2.68,66.83,107,286.76
335,ORD-112931,Truffle Gift Box,2022-01-02,15.8,12.42,130.88,75,931.5
336,ORD-129771,70% Dark Bar,2022-01-02,18.2,5.044827586206897,128.54,184,928.248275862069
345,ORD-172850,70% Dark Bar,2022-01-02,12.3,3.46,80.74,150,519.0
347,ORD-137245,70% Dark Bar,2022-01-02,5.6,3.31,48.85,106,350.86
350,ORD-094890,70% Dark Bar,2022-01-02,16.7,18.1,127.6,58,1049.8000000000002
351,ORD-031494,Choco Coins Bag,2022-01-02,7.0,3.29,171.93,274,901.46
353,ORD-000910,70% Dark Bar,2022-01-02,7.8,2.89,58.13,137,395.93
367,ORD-147763,Mint Dark Bar,2022-01-02,4.3,2.67,62.66,124,331.08
368,ORD-078612,Mint Dark Bar,2022-01-02,5.0,3.74,81.73,-94,-351.56
375,ORD-084932,Mixed Assortment Box,2022-01-02,9.6,12.58,404.58,272,3421.76
381,ORD-108355,70% Dark Bar,2022-01-02,12.3,3.28,123.96,220,721.5999999999999
385,ORD-030492,Mint Dark Bar,2022-01-02,14.0,3.25,93.39,140,455.0
392,ORD-119598,Pralines Gift Box,2022-01-02,16.2,18.47,80.46,55,1015.8499999999999
398,ORD-020821,70% Dark Bar,2022-01-02,11.0,3.39,109.15,145,491.55
427,ORD-079333,Mint Dark Bar,2022-01-02,9.4,3.28,68.88,154,505.11999999999995
430,ORD-058359,Almond Crunch Bar,2022-01-02,10.5,3.04,152.25,306,930.24
436,ORD-163174,Milk Classic Bar,2022-01-02,21.4,12.08,23.28,37,446.96
441,ORD-039625,Mixed Assortment Box,2022-01-02,5.2,3.02,127.95,351,1060.02
442,ORD-170245,Pralines Gift Box,2022-01-02,8.2,2.55,34.79,96,244.79999999999998
443,ORD-126980,70% Dark Bar,2022-01-02,3.4,3.05,27.4,79,240.95
456,ORD-123888,70% Dark Bar,2022-01-02,14.2,3.02,125.28,217,655.34
464,ORD-013564,70% Dark Bar,2022-01-02,21.2,3.39,63.4,168,569.52
491,ORD-107010,Truffle Gift Box,2022-01-02,5.6,3.2,88.98,157,502.40000000000003
505,ORD-185817,Truffle Gift Box,2022-01-02,12.6,3.03,28.04,125,378.75
506,ORD-172603,Almond Crunch Bar,2022-01-02,17.1,2.96,41.08,284,840.64
507,ORD-037121,Mixed Assortment Box,2022-01-02,6.5,2.71,22.92,182,493.21999999999997
526,ORD-051058,Truffle Gift Box,2022-01-02,12.4,2.95,45.98,119,351.05
531,ORD-025361,70% Dark Bar,2022-01-02,10.3,2.48,60.52,124,307.52
532,ORD-190851,70% Dark Bar,2022-01-02,6.8,2.63,58.99,144,378.71999999999997
540,ORD-017532,Mixed Assortment Box,2022-01-02,13.2,18.31,50.58,71,1300.01
547,ORD-052008,Truffle Gift Box,2022-01-03,18.6,2.55,80.41,213,543.15
548,ORD-045925,70% Dark Bar,2022-01-03,9.4,3.12,172.57,218,680.16
550,ORD-157485,70% Dark Bar,2022-01-03,9.8,3.2,172.79,198,633.6
558,ORD-061786,70% Dark Bar,2022-01-03,15.7,2.46,57.34,159,391.14
559,ORD-164120,70% Dark Bar,2022-01-03,11.4,18.16,27.42,22,399.52
584,ORD-062622,Pralines Gift Box,2022-01-03,10.7,3.62,65.01,116,419.92
587,ORD-123202,Truffle Gift Box,2022-01-03,13.4,2.91,89.81,193,561.63
594,ORD-089677,Mixed Assortment Box,2022-01-03,4.1,3.34,221.61,619,2067.46
595,ORD-182846,70% Dark Bar,2022-01-03,29.9,4.209310344827586,49.53,125,526.1637931034483
596,ORD-158511,Choco Coins Bag,2022-01-03,5.8,3.31,164.83,220,728.2
602,ORD-053202,Milk Classic Bar,2022-01-03,15.9,3.49,80.15,103,359.47
609,ORD-134975,Truffle Gift Box,2022-01-03,20.9,2.46,54.17,270,664.2
619,ORD-035921,Mixed Assortment Box,2022-01-03,8.8,12.51,71.55,86,1075.86
638,ORD-168171,Truffle Gift Box,2022-01-03,5.0,2.54,207.67,272,690.88
645,ORD-054586,Pralines Gift Box,2022-01-03,12.4,18.09,49.83,27,488.43
648,ORD-199661,85% Dark Bar,2022-01-03,10.5,12.26,212.63,98,1201.48
652,ORD-022455,70% Dark Bar,2022-01-03,6.7,2.85,102.05,174,495.90000000000003
667,ORD-145357,White Choco Bar,2022-01-03,16.0,3.08,52.49,128,394.24
674,ORD-173997,Truffle Gift Box,2022-01-03,10.4,2.47,52.49,168,414.96000000000004
680,ORD-031018,Milk Classic Bar,2022-01-03,18.7,3.99,48.03,101,402.99
682,ORD-076127,Truffle Gift Box,2022-01-03,22.9,2.51,98.27,218,547.18
707,ORD-116780,70% Dark Bar,2022-01-03,23.0,2.56,68.22,177,453.12
713,ORD-158142,Mixed Assortment Box,2022-01-03,4.3,3.19,113.01,308,982.52
715,ORD-076167,Truffle Gift Box,2022-01-03,13.6,3.09,37.72,141,435.69
721,ORD-008636,70% Dark Bar,2022-01-03,21.4,3.15,99.09,147,463.05
731,ORD-098826,Pralines Gift Box,2022-01-03,7.9,16.43,158.01,77,1265.11
735,ORD-175213,Mixed Assortment Box,2022-01-03,2.2,3.24,81.19,310,1004.4000000000001
740,ORD-159896,Mint Dark Bar,2022-01-03,23.1,2.72,116.32,202,549.44
761,ORD-084165,Truffle Gift Box,2022-01-03,20.5,3.99,148.92,240,957.6
773,ORD-070684,Mixed Assortment Box,2022-01-03,21.4,2.59,74.83,332,859.88
779,ORD-188346,Almond Crunch Bar,2022-01-03,14.5,3.39,27.89,187,633.9300000000001
797,ORD-081707,Milk Classic Bar,2022-01-03,5.8,3.4,162.55,119,404.59999999999997
799,ORD-063339,Mixed Assortment Box,2022-01-03,1.8,12.64,73.11,88,1112.3200000000002
808,ORD-138939,Truffle Gift Box,2022-01-03,3.4,2.68,115.24,242,648.5600000000001
812,ORD-113730,70% Dark Bar,2022-01-03,8.0,2.62,101.98,151,395.62
822,ORD-150447,70% Dark Bar,2022-01-04,8.7,13.96,131.37,51,711.96
826,ORD-052691,Truffle Gift Box,2022-01-04,9.2,12.26,32.11,46,563.96
831,ORD-132348,Milk Classic Bar,2022-01-04,19.7,2.54,68.65,120,304.8
832,ORD-091053,70% Dark Bar,2022-01-04,12.3,3.45,126.11,97,334.65000000000003
838,ORD-106067,Mixed Assortment Box,2022-01-04,5.3,2.82,88.44,369,1040.58
846,ORD-060102,Truffle Gift Box,2022-01-04,17.0,17.52,104.66,54,946.0799999999999
849,ORD-006237,70% Dark Bar,2022-01-04,23.4,2.89,245.23,333,962.37
854,ORD-007282,Milk Classic Bar,2022-01-04,16.0,3.41,129.69,174,593.34
856,ORD-034960,70% Dark Bar,2022-01-04,6.3,2.87,191.55,280,803.6
857,ORD-136735,Truffle Gift Box,2022-01-04,18.5,3.5,175.58,252,882.0
867,ORD-029227,70% Dark Bar,2022-01-04,15.9,3.13,44.23,89,278.57
876,ORD-127860,Mixed Assortment Box,2022-01-04,8.1,16.84,33.28,212,3570.08
887,ORD-101289,Mixed Assortment Box,2022-01-04,24.1,3.2,88.23,542,1734.4
888,ORD-006723,Salted Caramel Bar,2022-01-04,19.6,4.2,171.61,198,831.6
889,ORD-163849,70% Dark Bar,2022-01-04,22.7,3.0,56.89,133,399.0
892,ORD-133240,85% Dark Bar,2022-01-04,6.3,16.49,95.79,103,1698.4699999999998
897,ORD-088537,Truffle Gift Box,2022-01-04,13.94892857142857,11.28,90.9,92,1037.76
902,ORD-009029,85% Dark Bar,2022-01-04,20.3,2.91,69.28,123,357.93
909,ORD-019405,70% Dark Bar,2022-01-04,18.6,2.77,78.44,154,426.58
912,ORD-111615,Pralines Gift Box,2022-01-04,8.6,3.19,123.79,-111,-354.09
917,ORD-134849,Milk Classic Bar,2022-01-04,22.5,2.89,359.73,329,950.8100000000001
919,ORD-130056,70% Dark Bar,2022-01-04,3.1,3.41,67.18,78,265.98
922,ORD-093302,70% Dark Bar,2022-01-04,8.3,3.25,41.16,85,276.25
925,ORD-122137,70% Dark Bar,2022-01-04,9.5,3.06,54.9,79,241.74
938,ORD-139531,Mixed Assortment Box,2022-01-04,20.5,3.05,117.13,448,1366.3999999999999
939,ORD-123809,Truffle Gift Box,2022-01-04,11.6,3.18,176.01,255,810.9000000000001
941,ORD-159989,Milk Classic Bar,2022-01-04,9.2,2.99,41.14,94,281.06
947,ORD-151343,Truffle Gift Box,2022-01-04,11.9,3.64,35.69,130,473.2
950,ORD-091865,70% Dark Bar,2022-01-04,18.1,2.98,42.93,503,1498.94
953,ORD-198668,Pralines Gift Box,2022-01-04,9.7,3.92,62.81,120,470.4
957,ORD-174201,Truffle Gift Box,2022-01-04,25.1,2.65,108.8,269,712.85
958,ORD-022944,Truffle Gift Box,2022-01-04,21.0,2.84,129.55,323,917.3199999999999
960,ORD-184698,70% Dark Bar,2022-01-04,15.9,2.32,96.29,258,598.56
961,ORD-187030,Truffle Gift Box,2022-01-04,6.0,3.35,40.76,169,566.15
964,ORD-166286,Milk Classic Bar,2022-01-04,10.7,3.17,41.65,125,396.25
973,ORD-092747,70% Dark Bar,2022-01-04,6.8,2.69,149.46,219,589.11
980,ORD-026204,Almond Crunch Bar,2022-01-04,13.9,3.25,101.84,151,490.75
983,ORD-174883,70% Dark Bar,2022-01-04,13.7,12.52,121.85,56,701.12
984,ORD-013830,Almond Crunch Bar,2022-01-04,10.2,3.05,51.27,178,542.9
994,ORD-043435,White Choco Bar,2022-01-04,12.3,4.18,109.64,120,501.59999999999997
997,ORD-023033,70% Dark Bar,2022-01-04,24.4,2.97,113.01,211,626.6700000000001
1010,ORD-057560,70% Dark Bar,2022-01-04,29.3,2.67,105.29,162,432.53999999999996
1011,ORD-145957,Mixed Assortment Box,2022-01-04,22.8,2.95,117.9,332,979.4000000000001
1031,ORD-058325,85% Dark Bar,2022-01-04,5.8,19.34,30.17,19,367.46
1033,ORD-175436,70% Dark Bar,2022-01-04,9.5,3.51,52.38,91,319.40999999999997
1034,ORD-160915,85% Dark Bar,2022-01-04,13.2,3.6,81.42,98,352.8
1035,ORD-090589,Mixed Assortment Box,2022-01-04,6.2,4.04,72.72,319,1288.76
1051,ORD-096113,70% Dark Bar,2022-01-04,5.2,14.25,113.75,45,641.25
1055,ORD-172100,Mixed Assortment Box,2022-01-04,7.6,12.51,134.93,118,1476.18
1068,ORD-187833,70% Dark Bar,2022-01-04,4.2,4.17,59.41,90,375.3
1070,ORD-020439,70% Dark Bar,2022-01-04,13.4,2.79,75.93,114,318.06
1072,ORD-039667,70% Dark Bar,2022-01-04,6.2,11.24,74.4,40,449.6
1073,ORD-144848,85% Dark Bar,2022-01-04,14.5,3.29,56.77,121,398.09000000000003
1077,ORD-009120,70% Dark Bar,2022-01-04,23.4,10.97,94.24,93,1020.21
1082,ORD-095675,70% Dark Bar,2022-01-04,21.6,16.28,70.17,36,586.08
1083,ORD-180603,Mixed Assortment Box,2022-01-04,15.9,3.52,163.32,539,1897.28
1104,ORD-195022,70% Dark Bar,2022-01-04,14.6,12.93,200.38,75,969.75
1106,ORD-039834,70% Dark Bar,2022-01-05,21.1,12.33,65.81,4,49.32
1109,ORD-041275,Pralines Gift Box,2022-01-05,10.3,3.14,59.82,122,383.08000000000004
1116,ORD-004469,70% Dark Bar,2022-01-05,20.9,10.94,243.93,94,1028.36
1120,ORD-036064,70% Dark Bar,2022-01-05,27.6,3.8,151.07,231,877.8
1123,ORD-058770,Truffle Gift Box,2022-01-05,16.9,3.21,123.52,212,680.52
1129,ORD-051835,Milk Classic Bar,2022-01-05,25.4,3.09,98.02,176,543.8399999999999
1131,ORD-127987,Almond Crunch Bar,2022-01-05,11.7,17.67,98.35,64,1130.88
1133,ORD-137874,70% Dark Bar,2022-01-05,5.5,3.55,80.47,86,305.3
1137,ORD-138444,Hazelnut Milk Bar,2022-01-05,3.1,2.82,78.56,119,335.58
1152,ORD-111918,70% Dark Bar,2022-01-05,18.8,3.28,78.66,194,636.3199999999999
1158,ORD-036700,Pralines Gift Box,2022-01-05,23.7,3.04,82.1,209,635.36
1163,ORD-183482,Almond Crunch Bar,2022-01-05,7.2,3.4,21.87,98,333.2
1166,ORD-142124,70% Dark Bar,2022-01-05,1.9,2.86,61.08,-117,-334.62
1169,ORD-095600,Choco Coins Bag,2022-01-05,5.9,3.98,61.9,173,688.54
1170,ORD-106863,70% Dark Bar,2022-01-05,10.6,2.95,69.35,119,351.05
1172,ORD-028889,Pralines Gift Box,2022-01-05,11.9,18.76,62.89,34,637.84
1176,ORD-103996,70% Dark Bar,2022-01-05,10.6,3.52,69.44,97,341.44
1179,ORD-009356,Mixed Assortment Box,2022-01-05,17.8,2.63,41.46,711,1869.9299999999998
1184,ORD-019338,85% Dark Bar,2022-01-05,18.0,3.33,85.52,145,482.85
1186,ORD-137399,Pralines Gift Box,2022-01-05,26.4,2.36,31.01,119,280.84
1190,ORD-160529,White Choco Bar,2022-01-05,6.6,3.06,27.58,70,214.20000000000002
1203,ORD-028940,Almond Crunch Bar,2022-01-05,9.7,3.13,46.25,176,550.88
1210,ORD-053604,Choco Coins Bag,2022-01-05,13.0,12.74,236.85,196,2497.04
1216,ORD-002029,Hazelnut Milk Bar,2022-01-05,13.0,2.99,97.83,197,589.0300000000001
1225,ORD-144382,Truffle Gift Box,2022-01-05,7.0,3.43,35.25,105,360.15000000000003
1233,ORD-030046,Mixed Assortment Box,2022-01-05,1.7,3.06,102.8,329,1006.74
1239,ORD-065414,Milk Classic Bar,2022-01-05,12.3,3.59,54.33,96,344.64
1241,ORD-018349,Mixed Assortment Box,2022-01-05,5.8,12.9,52.52,79,1019.1
1246,ORD-135899,Pralines Gift Box,2022-01-05,7.6,3.51,68.73,105,368.54999999999995
1248,ORD-118254,Almond Crunch Bar,2022-01-05,12.6,13.0,33.69,41,533.0
1265,ORD-121688,70% Dark Bar,2022-01-05,2.1,3.07,44.2,84,257.88
1271,ORD-018032,Hazelnut Milk Bar,2022-01-05,19.4,3.41,50.22,106,361.46000000000004
1274,ORD-116849,Mixed Assortment Box,2022-01-05,11.8,2.98,64.45,287,855.26
1276,ORD-059694,70% Dark Bar,2022-01-05,17.1,13.63,24.02,34,463.42
1279,ORD-099297,Salted Caramel Bar,2022-01-05,13.1,12.26,57.29,70,858.1999999999999
1283,ORD-181247,70% Dark Bar,2022-01-05,20.1,2.99,220.17,182,544.1800000000001
1291,ORD-038350,Truffle Gift Box,2022-01-05,20.5,2.46,164.83,366,900.36
1294,ORD-149172,Mixed Assortment Box,2022-01-05,23.0,11.51,281.99,282,3245.82
1295,ORD-034133,Truffle Gift Box,2022-01-05,23.9,3.1,156.16,430,1333.0
1296,ORD-127582,Choco Coins Bag,2022-01-05,2.7,3.14,47.95,172,540.08
1298,ORD-064972,70% Dark Bar,2022-01-05,3.4,14.51,114.94,41,594.91
1303,ORD-004485,Mint Dark Bar,2022-01-05,23.7,2.85,82.68,128,364.8
1306,ORD-126554,Hazelnut Milk Bar,2022-01-05,10.2,3.76,118.91,214,804.64
1316,ORD-015142,Choco Coins Bag,2022-01-05,18.3,17.22,23.46,41,706.02
1320,ORD-077829,Almond Crunch Bar,2022-01-05,17.3,11.97,108.89,95,1137.15
1337,ORD-011114,85% Dark Bar,2022-01-05,7.2,2.93,177.39,120,351.6
1338,ORD-058380,Mint Dark Bar,2022-01-05,7.6,3.37,23.83,67,225.79000000000002
1348,ORD-051111,Almond Crunch Bar,2022-01-05,9.2,12.53,23.17,33,413.48999999999995
1362,ORD-017263,Choco Coins Bag,2022-01-05,12.2,3.39,21.98,105,355.95
1370,ORD-180433,85% Dark Bar,2022-01-05,4.4,12.5,33.87,23,287.5
1377,ORD-197334,Pralines Gift Box,2022-01-05,14.8,2.74,65.97,490,1342.6000000000001
1379,ORD-020811,Pralines Gift Box,2022-01-05,13.1,2.97,76.03,191,567.27
1386,ORD-035966,Truffle Gift Box,2022-01-05,4.8,3.7,279.78,195,721.5
1395,ORD-065262,Milk Classic Bar,2022-01-06,0.7,3.42,155.3,141,482.21999999999997
1396,ORD-050378,Truffle Gift Box,2022-01-06,13.6,2.91,41.77,175,509.25
1397,ORD-091843,70% Dark Bar,2022-01-06,1.9,2.73,97.7,106,289.38
1399,ORD-109181,Almond Crunch Bar,2022-01-06,9.76,3.3,95.23,217,716.0999999999999
1410,ORD-001425,Truffle Gift Box,2022-01-06,14.9,4.04,85.25,169,682.76
1412,ORD-191599,70% Dark Bar,2022-01-06,17.7,3.03,83.28,123,372.69
1417,ORD-091062,Almond Crunch Bar,2022-01-06,12.2,2.77,68.28,205,567.85
1424,ORD-182586,Choco Coins Bag,2022-01-06,23.03,13.71,118.63,81,1110.51
1433,ORD-189767,85% Dark Bar,2022-01-06,8.2,18.96,26.26,15,284.40000000000003
1434,ORD-017107,Hazelnut Milk Bar,2022-01-06,11.9,2.97,227.11,200,594.0
1459,ORD-026438,70% Dark Bar,2022-01-06,10.8,3.63,155.5,138,500.94
1473,ORD-056206,Truffle Gift Box,2022-01-06,3.3,2.97,40.56,136,403.92
1474,ORD-159445,70% Dark Bar,2022-01-06,16.4,16.92,50.77,27,456.84000000000003
1492,ORD-168133,70% Dark Bar,2022-01-06,3.8,4.23,46.13,62,262.26000000000005
1496,ORD-046004,70% Dark Bar,2022-01-06,14.8,2.74,127.04,214,586.36
1504,ORD-039234,70% Dark Bar,2022-01-06,13.5,3.48,106.9,148,515.04
1507,ORD-077041,Truffle Gift Box,2022-01-06,24.4,12.77,116.53,80,1021.5999999999999
1524,ORD-118585,70% Dark Bar,2022-01-06,4.2,14.1,121.33,43,606.3
1527,ORD-126742,70% Dark Bar,2022-01-06,23.1,3.31,34.96,82,271.42
1547,ORD-114925,Mixed Assortment Box,2022-01-06,11.3,3.4,109.52,307,1043.8
1551,ORD-158248,Pralines Gift Box,2022-01-06,3.8,3.37,376.7,208,700.96
1553,ORD-166275,Pralines Gift Box,2022-01-06,1.8,10.94,81.73,130,1422.2
1575,ORD-092411,Truffle Gift Box,2022-01-06,8.1,3.25,104.81,173,562.25
1576,ORD-168761,Truffle Gift Box,2022-01-06,11.7,2.8,47.36,178,498.4
1578,ORD-188806,Truffle Gift Box,2022-01-06,18.0,4.11,48.12,183,752.1300000000001
1583,ORD-028430,Truffle Gift Box,2022-01-06,3.2,3.21,105.35,177,568.17
1590,ORD-059217,White Choco Bar,2022-01-06,4.6,2.79,34.36,95,265.05
1591,ORD-038512,Choco Coins Bag,2022-01-06,24.2,3.42,49.04,221,755.8199999999999
1596,ORD-107656,70% Dark Bar,2022-01-06,10.2,4.09,45.5,79,323.11
1605,ORD-197089,70% Dark Bar,2022-01-06,12.1,12.02,103.17,50,601.0
1606,ORD-062135,Truffle Gift Box,2022-01-06,15.6,13.51,114.53,80,1080.8
1609,ORD-071284,Almond Crunch Bar,2022-01-06,6.2,3.36,127.7,184,618.24
1611,ORD-160325,70% Dark Bar,2022-01-06,17.5,12.28,45.32,36,442.08
1631,ORD-103715,70% Dark Bar,2022-01-06,6.6,3.06,169.17,189,578.34
1635,ORD-083225,70% Dark Bar,2022-01-06,11.1,3.65,322.98,228,832.1999999999999
1640,ORD-114292,70% Dark Bar,2022-01-06,11.9,3.29,184.39,159,523.11
1650,ORD-114948,85% Dark Bar,2022-01-06,6.4,2.69,84.56,110,295.9
1654,ORD-144362,70% Dark Bar,2022-01-06,11.8,3.36,39.54,87,292.32
1667,ORD-065573,Mixed Assortment Box,2022-01-06,7.8,11.26,149.61,-126,-1418.76
1668,ORD-062604,Pralines Gift Box,2022-01-06,9.1,11.51,61.43,35,402.84999999999997
1675,ORD-025084,70% Dark Bar,2022-01-06,8.2,3.1,87.89,129,399.90000000000003
1677,ORD-171865,Mixed Assortment Box,2022-01-06,9.9,3.15,81.32,1065,3354.75
1681,ORD-140449,Salted Caramel Bar,2022-01-06,10.0,3.31,162.53,107,354.17
1693,ORD-166798,85% Dark Bar,2022-01-06,12.0,11.49,84.1,40,459.6
1695,ORD-006690,70% Dark Bar,2022-01-06,5.9,3.45,84.9,96,331.20000000000005
1697,ORD-108953,70% Dark Bar,2022-01-06,4.5,2.64,335.78,204,538.5600000000001
1698,ORD-192267,Pralines Gift Box,2022-01-06,6.76,2.73,43.39,117,319.41
1699,ORD-148284,Mint Dark Bar,2022-01-06,5.5,2.76,30.6,79,218.04
1730,ORD-006060,70% Dark Bar,2022-01-07,20.7,3.03,33.71,120,363.59999999999997
1739,ORD-049215,70% Dark Bar,2022-01-07,21.3,3.46,71.82,121,418.65999999999997
1740,ORD-115396,Mixed Assortment Box,2022-01-07,10.4,17.5,57.71,64,1120.0
1755,ORD-113557,85% Dark Bar,2022-01-07,15.04,3.0,178.31,161,483.0
1769,ORD-168047,Truffle Gift Box,2022-01-07,17.4,2.99,92.5,177,529.23
1770,ORD-153572,70% Dark Bar,2022-01-07,10.0,2.9,134.85,180,522.0
1781,ORD-174363,70% Dark Bar,2022-01-07,22.2,10.47,74.81,61,638.6700000000001
1790,ORD-004703,85% Dark Bar,2022-01-07,13.4,14.01,39.66,42,588.42
1791,ORD-122281,Truffle Gift Box,2022-01-07,13.1,12.58,97.23,76,956.08
1793,ORD-155750,Milk Classic Bar,2022-01-07,15.3,2.89,40.04,107,309.23
1794,ORD-138934,70% Dark Bar,2022-01-07,7.8,2.59,48.16,80,207.2
1795,ORD-155582,Mixed Assortment Box,2022-01-07,13.4,3.31,81.14,250,827.5
1800,ORD-093851,70% Dark Bar,2022-01-07,9.7,3.57,175.89,-111,-396.27
1803,ORD-131749,Truffle Gift Box,2022-01-07,19.96,17.74,59.74,59,1046.6599999999999
1805,ORD-158993,Mixed Assortment Box,2022-01-07,21.4,3.14,216.02,512,1607.68
1806,ORD-192852,Mixed Assortment Box,2022-01-07,14.6,3.13,133.97,490,1533.7
1810,ORD-046716,70% Dark Bar,2022-01-07,14.9,3.0,19.69,82,246.0
1812,ORD-121891,70% Dark Bar,2022-01-07,8.3,3.21,111.05,102,327.42
1816,ORD-076504,Mint Dark Bar,2022-01-07,10.4,2.99,63.27,91,272.09000000000003
1824,ORD-035597,Truffle Gift Box,2022-01-07,6.33,3.02,62.59,177,534.54
1828,ORD-036294,Milk Classic Bar,2022-01-07,17.2,13.44,89.23,59,792.9599999999999
1841,ORD-043843,Truffle Gift Box,2022-01-07,13.3,11.38,98.47,79,899.0200000000001
1847,ORD-030318,Truffle Gift Box,2022-01-07,12.4,2.81,96.75,196,550.76
1852,ORD-176918,Salted Caramel Bar,2022-01-07,25.8,2.57,118.49,261,670.77
1862,ORD-031105,70% Dark Bar,2022-01-07,11.7,2.7,119.22,156,421.20000000000005
1873,ORD-057749,Mixed Assortment Box,2022-01-07,7.1,12.06,145.32,95,1145.7
1878,ORD-152896,Milk Classic Bar,2022-01-07,17.6,3.16,163.3,200,632.0
1879,ORD-035395,White Choco Bar,2022-01-07,8.2,4.13,67.01,94,388.21999999999997
1900,ORD-172208,White Choco Bar,2022-01-07,8.5,15.08,78.47,45,678.6
1905,ORD-179631,Almond Crunch Bar,2022-01-07,15.3,2.49,185.95,237,590.13
1910,ORD-091840,Milk Classic Bar,2022-01-07,11.5,17.09,130.12,44,751.96
